DATA,LINHA,MARCA,PRODUTO,QTD.,TOTAL
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,1,"399,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"426,60"
03/08/2020,INFORMATICA,HP,HP - IMPRESSORA DESKJET INK ADVANTAGE 2676 Y5Z00A,1,"299,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M10A LITE NB267 PTO,1,"643,10"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"340,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY S9 PLUS G965 CINZA,1,"2.799,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"889,00"
03/08/2020,AUDIO E VIDEO,TCL,TCL - TV 40 S6500FS AI IN HD BLUETOOTH,1,"1.299,00"
03/08/2020,CELULARES,LG,LG - CELULAR LG K11 PLUS X410 PTO RCELL,1,"849,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.199,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"449,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,AUDIO E VIDEO,CANON,CANON - CAM. EOS REBEL T100 18-55MM,1,"1.999,90"
03/08/2020,AUDIO E VIDEO,TCL,TCL - TV 43 S6500FS AI IN HD BLUETOOTH,1,"1.440,00"
03/08/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 32 LED PTV32D12D DTV HD,1,"810,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"840,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"949,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"123,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A8 A530 AMETISTA,1,"1.349,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA335 RECARREGAVEL,1,"299,00"
03/08/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/08/2020,AUDIO E VIDEO,CAPA INSTRUMENTO,CASIO - CALC. CIENTIFICA FX82 MS,1,"64,90"
03/08/2020,AUDIO E VIDEO,XTRAX,XTRAX - CAMERA EVO KIT C 18 ACESSORIOS,1,"399,00"
03/08/2020,INFORMATICA,HP,HP - IMPRESSORA DESKJET INK ADVANTAGE 2676 Y5Z00A,1,"299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX WIND 2X1 BT FM SD,1,"179,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3318 NEW ONE,1,"99,00"
03/08/2020,AUDIO E VIDEO,XTRAX,XTRAX - CAMERA SELFIE PRETA,1,"699,90"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"999,00"
03/08/2020,CELULARES,LG,LG - CELULAR K12 X420BMW AZUL,2,"1.798,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SOUNDBAR SK4D 2.1 CANAIS WIRELESS BT,1,"999,00"
03/08/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM-PSMP32 LARANJA OC,1,"139,90"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"449,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX TUNE BLACK,1,"329,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - SOUNDBAR 5.1 BLK,1,"3.780,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 55 OLED55B9PSB AI THINQ UHD 4K,1,"6.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"929,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,1,"49,90"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 BRANCO GELO,1,"369,90"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.199,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,2,"598,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.699,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"879,12"
03/08/2020,AUDIO E VIDEO,LG,LG - SYSTEM OK55 TORRE 500W,1,"1.099,00"
03/08/2020,AUDIO E VIDEO,MSAMSUNG,SAMSUNG - CAMERA DIGITAL EV-NX2000 BCO,1,"999,90"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"349,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,2,"1.598,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SYSTEM OK55 TORRE 500W,1,"1.099,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA340 RECARREGAVEL,1,"428,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX CHARGE 3 VERMELHO,1,"899,00"
03/08/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"599,90"
03/08/2020,AUDIO E VIDEO,PIONEER,PIONEER - DVD CAR AVH-Z7180 TV TELA RETR,1,"1.759,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/08/2020,CELULARES,ALCATEL,ALCATEL - CELULAR 5033J PRETO,1,"405,00"
03/08/2020,AUDIO E VIDEO,HP,HP - CALC. FINANCEIRA HP 12 C GOLD,1,"319,00"
03/08/2020,AUDIO E VIDEO,XTRAX,XTRAX - CAMERA SELFIE PRETA,1,"699,90"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"615,12"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,1,"229,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.699,00"
03/08/2020,AUDIO E VIDEO,TCL,TCL - TV 32 S6500FS AI IN HD BLUETOOTH,1,"1.099,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"999,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY S9 G960 CINZA,1,"2.499,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SYSTEM OK55 TORRE 500W,1,"1.099,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX WIND 2X1 BT FM SD,1,"179,00"
03/08/2020,AUDIO E VIDEO,TEAM,TEAM PRO - ADAPTADOR GOOGLE CHROMECAST 3,1,"299,00"
03/08/2020,AUDIO E VIDEO,TCL,TCL - TV 65 LED P65US ULTRA HD 4K WI-FI HDMI USB PRETO,1,"3.599,10"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 50 UM7500,1,"2.399,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"350,55"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA335 RECARREGAVEL,1,"299,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 CINNAMON,1,"199,00"
03/08/2020,AUDIO E VIDEO,LG,LG - CONTROLE REMOTO SMART MAGIC AN-MR18,1,"190,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.699,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.475,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"999,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,2,"99,80"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 BRANCO GELO,1,"369,90"
03/08/2020,INFORMATICA,DL,DL - TABLET KIDS C10 TX394BBV 8GB WIFI,1,"303,90"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.699,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLAY 32GB XT1952 INDIGO,1,"746,83"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"599,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"339,48"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,2,"159,90"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/08/2020,AUDIO E VIDEO,CASIO,CASIO - CALC. CIENTIFICA FX82 ES PLUS,1,"89,90"
03/08/2020,AUDIO E VIDEO,CAPA INSTRUMENTO,CASIO - CALC. CIENTIFICA FX82 MS,1,"64,90"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 ROSA FLAMING,1,"369,90"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,CELULARES,DL,DL - CELULAR YC120 AZUL OI,1,"129,00"
03/08/2020,INFORMATICA,XBOX,XBOX - XBOX ONE S 1TB THE DIVISION 2,1,"1.660,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.599,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - KIT FILME INSTAX MINI 100 FOTOS,1,"229,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - CAM. ATRIO DC185 WI-FI 4K,1,"499,90"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.699,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.999,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 BRANCO POLAR,1,"1.699,00"
03/08/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE FIT MUSIC M011F PRETO VERMELHO,1,"89,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,3,"2.190,00"
03/08/2020,AUDIO E VIDEO,HP,HP - CALC. FINANCEIRA HP 12 C GOLD,5,"1.400,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 CAMUFLADO SQUAD,1,"304,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,2,"398,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT530 BLUETOOTH,1,"199,90"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.569,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"0,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.999,00"
03/08/2020,AUDIO E VIDEO,TCL,TCL - TV 32 S6500FS AI IN HD BLUETOOTH,1,"989,10"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"331,55"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"0,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.400,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"899,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"699,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT530 BLUETOOTH,1,"199,90"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.699,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX TUNE SILVER PRATA,1,"285,00"
03/08/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 28 LED PTV28G50SN SMART TV,1,"899,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/08/2020,AUDIO E VIDEO,XTRAX,XTRAX - CAMERA SELFIE PRETA,1,"699,90"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"999,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 BRANCO POLAR,1,"1.599,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.599,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,CELULARES,LG,LG - CELULAR LG K11 PLUS X410 PTO RCELL,1,"899,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA400 RECARREGAVEL,1,"380,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.699,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.800,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3318 NEW ONE,2,"198,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"449,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 128GB PRETO,1,"1.440,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - MINI SYSTEM SC-CMAX4-LBK,1,"599,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 NAVY,1,"219,90"
03/08/2020,AUDIO E VIDEO,CANON,CANON - BOLSA 300DG,1,"269,00"
03/08/2020,INFORMATICA,SAMSUNG,SAMSUNG - NOTEBOOK E30 CORE I3 1TB 4GB W10 TITANIUM,1,"2.499,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,2,"698,00"
03/08/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/08/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,2,"258,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.240,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX FLIP 4 BRANCO,1,"599,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SOUNDBAR SK4D 2.1 CANAIS WIRELESS BT,1,"999,00"
03/08/2020,AUDIO E VIDEO,XTRAX,XTRAX - CAMERA SELFIE VERMELHA,1,"630,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.495,12"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 55 SM8600 NANO CELL,1,"3.255,12"
03/08/2020,CELULARES,LG,LG - CELULAR LG K9 X210 INDIGO RCELL,1,"629,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"749,00"
03/08/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM PFT 73AC 7 FAIXAS,1,"279,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,2,"1.598,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,3,"387,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"350,55"
03/08/2020,AUDIO E VIDEO,EPSON,EPSON-PROJETOR POWELITE S41,1,"2.499,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,3,"239,85"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT530 BLUETOOTH,0,"-189,90"
03/08/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"285,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - KIT INSTAX MINI 9-FILME 10P-BOLSA ROSA FLAMINGO,1,"449,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,10"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"332,00"
03/08/2020,INFORMATICA,EPSON,EPSON - IMPRESSORA ECOTANK L3150,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.470,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3318 NEW ONE,1,"99,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.299,00"
03/08/2020,AUDIO E VIDEO,LG,LG - TV 24 MONITOR MT49S-PS SMART WEBOS,1,"855,00"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,3,"1.324,55"
03/08/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET DISCOVERY KIDS NB290,0,"-449,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/08/2020,CELULARES,LG,LG - VOIA CARTAO SD 32GB BRINDE,2,"0,01"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA303 RECARREGAVEL,1,"179,90"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - HOME HT723 RADIO AM FM KARAOKE,1,"379,00"
03/08/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"299,00"
03/08/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLUS XT1965 INDIGO,1,"1.499,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/08/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.800,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/08/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOOMBOX 60W RMS IPX7 PRETO,1,"1.915,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SOUNDBAR SK4D 2.1 CANAIS WIRELESS BT,1,"999,00"
03/08/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3336 POP BLUETOOTH,1,"129,90"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 AZUL,1,"999,00"
03/08/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"599,00"
03/08/2020,CELULARES,SEMP,TCL - CELULAR L9 5159J PRETO,1,"0,00"
03/08/2020,CELULARES,LG,LG - CELULAR Q6 M700TV PRETO,1,"619,00"
03/08/2020,AUDIO E VIDEO,HP,HP - CALC. FINANCEIRA HP 12 C GOLD,1,"319,00"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,1,"0,01"
03/08/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"72,00"
03/08/2020,AUDIO E VIDEO,LG,LG - SYSTEM CK99 MULTI BLUETOOTH 4100W,1,"3.344,00"
03/08/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,2,"435,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 AZUL,1,"239,00"
03/08/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 CAMUFLADO SQUAD,1,"239,00"
