DATA,LINHA,MARCA,PRODUTO,QTD.,TOTAL
03/04/2020,AUDIO E VIDEO,LG,LG - TV 55 UK6540 ULTRA HD 4K,1,"2.750,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"349,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/04/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.599,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT520 BLUETOOTH,1,"159,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M9 3G 9POL. PRATA NB284,1,"599,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M10A LITE NB267 PTO,1,"699,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"299,00"
03/04/2020,CELULARES,LG,LG - CELULAR K12 X420BMW AZUL,1,"899,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/04/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/04/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"552,00"
03/04/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLAY 32GB XT1952 INDIGO,1,"999,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/04/2020,AUDIO E VIDEO,TCL,TCL - TV 40 S6500FS AI IN HD BLUETOOTH,1,"1.290,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - TORRE SOUND CA4000 BLUETOOTH 1200W RMS,1,"1.195,00"
03/04/2020,AUDIO E VIDEO,TCL,TCL - TV 32 S6500FS AI IN HD BLUETOOTH,1,"999,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,1,"299,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.199,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,2,"722,59"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.599,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA325 RECARREGAVEL,1,"279,00"
03/04/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.799,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"427,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,1,"49,90"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.169,10"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"899,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,2,"178,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/04/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"285,00"
03/04/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 AZUL,1,"219,90"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB278 AZUL,1,"349,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/04/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/04/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"299,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB278 AZUL,1,"349,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,2,"792,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL MS50L P9051 GRAFITE,1,"379,00"
03/04/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/04/2020,AUDIO E VIDEO,TEAM,TEAM PRO - ADAPTADOR GOOGLE CHROMECAST 3,1,"299,00"
03/04/2020,AUDIO E VIDEO,CASIO,CASIO - CALC. CIENTIFICA FX82 ES PLUS,1,"89,90"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT530 BLUETOOTH,1,"199,90"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PORTATIL AU710,1,"349,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"349,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,1,"299,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"699,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,1,"399,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - CAM. ATRIO DC186 HD,1,"249,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - KIT FILME INSTAX MINI 100 FOTOS,1,"299,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA400 RECARREGAVEL,1,"389,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - TWIST MINI S431 GRAFITE CLARO,1,"285,00"
03/04/2020,AUDIO E VIDEO,TEAM,TEAM PRO - ADAPTADOR GOOGLE CHROMECAST 3,1,"285,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,2,"159,90"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA305 100W 12V,1,"229,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/04/2020,INFORMATICA,SAMSUNG,SAMSUNG - NOTEBOOK ESSENTIALS E20 INTEL DUAL-CORE WINDOWS 10 HOME 4GB 500GB 15.6 HD LED 1.95KG TITANIUM,1,"1.999,00"
03/04/2020,INFORMATICA,DL,DL - TABLET CREATIVE TX380BRA 1GB BRANCO,1,"299,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M9-3G QC NB247 PRETO,1,"599,90"
03/04/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"599,90"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.999,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"999,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.199,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J6 32GB J600 PRETO,1,"699,00"
03/04/2020,AUDIO E VIDEO,JBL,JBL - SPEAKER PARTYBOX 300BR RECARREGAVEL 120WRMS,1,"2.400,00"
03/04/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"299,00"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,2,"1.998,00"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,2,"3.835,29"
03/04/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.529,00"
03/04/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE FIT MUSIC M011F PRETO VERMELHO,1,"89,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,2,"2.298,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J6 PLUS J610 32GB PRETO,1,"749,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S510 SLIM CINZA,1,"414,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J6 32GB J600 VIOLETA,1,"699,00"
03/04/2020,CELULARES,LG,LG - VOIA CARTAO SD 32GB BRINDE,1,"0,01"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA350 RECARREGAVEL,1,"649,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"299,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"899,00"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - BOOMBOX SP180 VERMELHO,1,"249,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,1,"229,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"275,08"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.599,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,2,"2.598,00"
03/04/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLAY 32GB XT1952 INDIGO,1,"799,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BT560 RECARREGAVEL BT,1,"249,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS NB269 PTO,1,"399,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/04/2020,CELULARES,LG,LG - CELULAR LG K9 X210 INDIGO RCELL,1,"645,00"
03/04/2020,CELULARES,LG,LG - CELULAR LG K9 X210 DOURADO RCELL,1,"599,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"899,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,2,"1.348,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"128,00"
03/04/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA325 RECARREGAVEL,1,"265,10"
03/04/2020,AUDIO E VIDEO,JBL,JBL - BOX TUNE SILVER PRATA,1,"329,00"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - SPEAKER SP265 PULSE,1,"259,00"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"920,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"349,00"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,3,"844,05"
03/04/2020,INFORMATICA,HP,HP - IMPRESSORA DESKJET INK ADVANTAGE 2676 Y5Z00A,1,"284,10"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"899,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,2,"736,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A7 A720 DUAL 4G ROSA,1,"849,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA325 RECARREGAVEL,1,"250,00"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA303 RECARREGAVEL,1,"179,90"
03/04/2020,AUDIO E VIDEO,JBL,JBL - BOX CHARGE 3 AZUL,1,"899,00"
03/04/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3336 POP BLUETOOTH,1,"129,90"
03/04/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.170,00"
03/04/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.564,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"999,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 COBRE,1,"699,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - TWIST S511 CINZA CLARO,1,"429,00"
03/04/2020,CELULARES,DL,DL - CELULAR YC130 DUOS PRETO SC,2,"338,00"
03/04/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUDIO CAR MVH-98UB,1,"229,90"
03/04/2020,AUDIO E VIDEO,CASIO,CASIO - CALC. CIENTIFICA FX82 ES PLUS,1,"89,90"
03/04/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,1,"299,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"299,00"
03/04/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/04/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,1,"399,00"
03/04/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/04/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/04/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BT560 RECARREGAVEL BT,1,"249,00"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - TORRE SOUND CA4000 BLUETOOTH 1200W RMS,1,"1.299,00"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS NB269 PTO,1,"399,00"
03/05/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/05/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/05/2020,AUDIO E VIDEO,LG,LG - CONTROLE REMOTO SMART MAGIC AN-MR18,2,"398,00"
03/05/2020,AUDIO E VIDEO,TEAM,TEAM PRO - ADAPTADOR GOOGLE CHROMECAST 3,1,"299,00"
03/05/2020,AUDIO E VIDEO,LG,LG - TV 50 UM7500,1,"2.399,00"
03/05/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.500,00"
03/05/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE MEGA M010F PRETO VERMELHO,1,"149,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"599,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX FLIP 4 CAMUFLADO,1,"599,00"
03/05/2020,AUDIO E VIDEO,LG,LG - CONTROLE REMOTO SMART MAGIC AN-MR18,1,"199,00"
03/05/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM-PUSM81 AC 8 FXS USB,1,"284,05"
03/05/2020,AUDIO E VIDEO,CANON,CANON - BATERIA LP-E10 T6 T100 T5,1,"329,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.199,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,2,"1.398,00"
03/05/2020,CELULARES,MULTILASER,MULTILASER - CEL MS50L P9051 GRAFITE,1,"399,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 AZUL,1,"303,05"
03/05/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,1,"299,00"
03/05/2020,AUDIO E VIDEO,AQUARIUS,AQUARIUS - GPS 4 RODAS 7 MTC4760 DTV CAMERA DE RE,1,"427,00"
03/05/2020,AUDIO E VIDEO,GO PRO,GO PRO - CAM. HERO 7 BLACK CHDHX-701-RW,1,"2.160,00"
03/05/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE FIT MUSIC M011F PRETO VERMELHO,2,"178,00"
03/05/2020,CELULARES,LG,LG - CELULAR K12 X420BMW AZUL,1,"899,00"
03/05/2020,CELULARES,POSITIVO,POSITIVO - TWIST MINI S431 GRAFITE CLARO,1,"285,00"
03/05/2020,CELULARES,DL,DL - CELULAR YC120 AZUL OI,1,"129,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - KIT FILME INSTAX MINI 100 FOTOS,1,"299,00"
03/05/2020,AUDIO E VIDEO,TCL,TCL - TV 40 S6500FS AI IN HD BLUETOOTH,1,"1.299,00"
03/05/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 POWER XT1955 AZUL NAVY,1,"1.299,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 2 CAMUFLADO,1,"228,00"
03/05/2020,AUDIO E VIDEO,LG,LG - SOUNDBAR SK9Y DOLBY ATMOS 5.1.2 CH,1,"2.999,00"
03/05/2020,AUDIO E VIDEO,PIONEER,PIONEER - DVD CAR AVH-G218BT,1,"599,90"
03/05/2020,AUDIO E VIDEO,LG,LG - TV 43 LK5750PSA SMART WEB OS,1,"1.440,00"
03/05/2020,INFORMATICA,DL,DL - TABLET CREATIVE TX380BRA 1GB BRANCO,1,"299,00"
03/05/2020,AUDIO E VIDEO,PHILIPS,PHILIPS - RADIO PORTATIL AE1500X AM FM,1,"24,90"
03/05/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.699,00"
03/05/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM PFT 73AC 7 FAIXAS,1,"279,00"
03/05/2020,CELULARES,POSITIVO,POSITIVO - TWIST MINI S431 GRAFITE CLARO,1,"276,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY S9 G960 PRETO,1,"2.499,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,2,"1.198,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 LARANJA,1,"199,00"
03/05/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.200,00"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB278 AZUL,1,"349,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"899,00"
03/05/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/05/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"339,48"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - KIT FILME INSTAX MINI 100 FOTOS,1,"269,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,4,"0,04"
03/05/2020,AUDIO E VIDEO,LG,LG - SYSTEM CK99 MULTI BLUETOOTH 4100W,1,"3.344,00"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - SYSTEM MS8300 BLUETOOTH,1,"399,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 BRANCO,1,"265,56"
03/05/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,16,"4.739,15"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA303 RECARREGAVEL,1,"143,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX PULSE 3 BLACK,1,"899,00"
03/05/2020,AUDIO E VIDEO,LG,LG - CONTROLE REMOTO SMART MAGIC AN-MR18,1,"134,00"
03/05/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - GPS 4.3POL GP034 TV,1,"229,90"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,4,"1.460,00"
03/05/2020,INFORMATICA,DL,DL - TABLET TX385 TABFACIL 7.8 3G BRANCO,1,"459,00"
03/05/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE PRIME 2.4 M012F DOURADO,1,"169,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,5,"4.745,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,9,"7.364,01"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,4,"4.006,88"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,9,"5.961,63"
03/05/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,2,"1.021,80"
03/05/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,2,"218,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A8 A730 GOLD,1,"1.499,00"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA335 RECARREGAVEL,1,"349,00"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,1,"229,00"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/05/2020,CELULARES,LG,LG - CELULAR LG K9 X210 DOURADO RCELL,1,"699,00"
03/05/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"285,00"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S PLUS 16GB WIFI 7 NB298,1,"332,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,2,"3.198,00"
03/05/2020,CELULARES,POSITIVO,POSITIVO - CELULAR S509 TWIST 2 FIT CINZA,1,"399,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,2,"159,90"
03/05/2020,AUDIO E VIDEO,LG,LG - CONTROLE REMOTO SMART MAGIC AN-MR18,1,"199,00"
03/05/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"299,00"
03/05/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PORTATIL AU710,1,"332,00"
03/05/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - CAM. ATRIO DC185 WI-FI 4K,1,"499,90"
03/05/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,10"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7 3G PLUS 16GB NB304,1,"449,00"
03/05/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/05/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY S9 G960 ULTRAVIOLETA,1,"2.499,00"
03/05/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 LARANJA,1,"199,00"
03/05/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 28 LED PTV28G50SN SMART TV,1,"849,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"79,95"
03/05/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA340 RECARREGAVEL,1,"449,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - KIT INSTAX MINI 9-FILME10P-BOLSA VERDE LIMA,1,"449,00"
03/05/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AZUL ACQUA,1,"369,00"
03/05/2020,CELULARES,RED MOBILE,RED MOBILE - CELULAR RED MOBILE MEGA M010F PRETO VERMELHO,1,"149,00"
